"","type","district","place","date","price"
"391","Mieszkanie"," Jeżyce"," 66 ","12 December 2024","2829 000"
"392","Mieszkanie",NA," 61 ","12 December 2024","9588 590"
"393","Mieszkanie"," Rataje"," 65 ","12 December 2024","9642 072"
"394","Mieszkanie"," Wilda"," 44 ","12 December 2024","1398 000"
"395","Dom",NA," 208 ","12 December 2024","81 580 000"
"396","Mieszkanie"," Rataje"," 46 ","12 December 2024","7563 999"
"397","Mieszkanie"," Winiary"," 57 ","12 December 2024","4791 466"
"398","Mieszkanie"," Winogrady"," 26 ","11 December 2024","0352 600"
"399","Dom"," Jeżyce"," 246 ","11 December 2024","61 049 000"
"400","Mieszkanie"," Naramowice"," 51 ","11 December 2024","4529 000"
"401","Mieszkanie"," Naramowice"," 63 ","11 December 2024","62500"
"402","Garaż"," Jeżyce"," 16 ","11 December 2024","817 500"
"403","Mieszkanie"," Nowe Miasto"," 25 ","11 December 2024","2237 824"
"404","Mieszkanie"," Naramowice"," 27 ","11 December 2024","1370 000"
"405","Mieszkanie"," Podolany"," 37 ","11 December 2024","3442 652"
"406","Mieszkanie",NA," 36 ","11 December 2024","3441 422"
"407","Mieszkanie",NA," 29 ","11 December 2024","2378 637"
"408","Mieszkanie",NA," 37 ","11 December 2024","2436 854"
"409","Mieszkanie"," Nowe Miasto"," 46 ","11 December 2024","8563 999"
"410","Mieszkanie"," Jeżyce"," 39 ","11 December 2024","6499 000"
"411","Mieszkanie"," Rataje"," 46 ","11 December 2024","9559 999"
"412","Dom"," Jeżyce"," 130 ","11 December 2024","71 946 000"
"413","Mieszkanie"," Winiary"," 64 ","11 December 2024","32690"
"414","Dom"," Nowe Miasto"," 132 ","11 December 2024","8999 000"
"415","Mieszkanie"," Grunwald"," 68 ","11 December 2024","12700"
"416","Mieszkanie"," Winogrady"," 53 ","11 December 2024","52390"
"417","Mieszkanie"," Grunwald"," 30 ","11 December 2024","41340"
"418","Mieszkanie"," Junikowo"," 44 ","11 December 2024","0640 000"
"419","Mieszkanie"," Centrum"," 38 ","11 December 2024","91600"
"420","Magazyny i hale"," Wilda"," 55 ","11 December 2024","7800"
"421","Mieszkanie",NA," 57 ","11 December 2024","7590 000"
"422","Dom"," Wola"," 247 ","11 December 2024","71 560 000"
"423","Biuro"," Jeżyce"," 350 ","11 December 2024","420 000"
"424","Mieszkanie"," Winogrady"," 67 ","11 December 2024","9620 000"
"425","Mieszkanie"," Naramowice"," 35 ","11 December 2024","5435 000"
"426","Mieszkanie"," Stare Miasto"," 114 ","11 December 2024","0899 000"
"427","Mieszkanie"," Nowe Miasto"," 40 ","11 December 2024","7460 000"
"428","Mieszkanie"," Rataje"," 74 ","11 December 2024","1675 000"
"429","Mieszkanie"," Jeżyce"," 142 ","11 December 2024","37000"
"430","Mieszkanie"," Jeżyce"," 34 ","11 December 2024","7440 100"
"431","Mieszkanie"," Rataje"," 39 ","11 December 2024","5425 000"
"432","Mieszkanie"," Rataje"," 82 ","11 December 2024","51 099 000"
"433","Mieszkanie"," Winogrady"," 39 ","11 December 2024","0494 792"
"434","Pokój",NA," 9 ","10 December 2024","0550"
"435","Mieszkanie"," Sołacz"," 53 ","10 December 2024","6539 000"
"436","Mieszkanie"," Winogrady"," 42 ","10 December 2024","2554 796"
"437","Mieszkanie"," Rataje"," 69 ","10 December 2024","8737 000"
"438","Mieszkanie"," Rataje"," 65 ","10 December 2024","5682 509"
"439","Mieszkanie"," Rataje"," 45 ","10 December 2024","3586 000"
"440","Mieszkanie"," Naramowice"," 69 ","10 December 2024","6730 000"
"441","Mieszkanie"," Jeżyce"," 26 ","10 December 2024","91250"
"442","Mieszkanie"," Naramowice"," 38 ","10 December 2024","5395 000"
"443","Mieszkanie"," Winogrady"," 37 ","10 December 2024","52290"
"444","Mieszkanie"," Rataje"," 65 ","10 December 2024","3665 900"
"445","Komercyjne"," Naramowice"," 1500 ","10 December 2024","669 000"
"446","Mieszkanie"," Winogrady"," 38 ","10 December 2024","1479 000"
"447","Mieszkanie"," Jeżyce"," 58 ","10 December 2024","74500"
"448","Mieszkanie"," Jeżyce"," 63 ","10 December 2024","93500"
"449","Mieszkanie"," Grunwald"," 42 ","10 December 2024","6425 000"
"450","Mieszkanie"," Winiary"," 90 ","10 December 2024","1799 000"
"451","Garaż"," Główna"," 10 ","10 December 2024","130 000"
"452","Garaż",NA," 26 ","10 December 2024","630 000"
"453","Mieszkanie"," Grunwald"," 55 ","10 December 2024","3655 000"
"454","Mieszkanie"," Naramowice"," 42 ","10 December 2024","3465 000"
"455","Mieszkanie"," Piątkowo"," 88 ","10 December 2024","1820 000"
"456","Mieszkanie"," Wilda"," 44 ","10 December 2024","9409 000"
"457","Mieszkanie"," Grunwald"," 86 ","10 December 2024","2730 000"
"458","Działka"," Jeżyce"," 1563 ","10 December 2024","01 499 000"
"459","Mieszkanie"," Grunwald"," 53 ","10 December 2024","3510 000"
"460","Mieszkanie"," Centrum"," 18 ","10 December 2024","4329 000"
"461","Mieszkanie"," Chartowo"," 53 ","10 December 2024","82500"
"462","Mieszkanie"," Łazarz"," 75 ","10 December 2024","7659 000"
"463","Mieszkanie"," Naramowice"," 52 ","10 December 2024","7549 000"
"464","Mieszkanie"," Grunwald"," 55 ","10 December 2024","0460 000"
"465","Mieszkanie"," Winiary"," 49 ","10 December 2024","1579 000"
"466","Mieszkanie"," Nowe Miasto"," 59 ","10 December 2024","6790 000"
"467","Mieszkanie"," Grunwald"," 46 ","10 December 2024","6838 929"
"468","Mieszkanie"," Grunwald"," 46 ","10 December 2024","6897 600"
"469","Mieszkanie"," Górczyn"," 36 ","10 December 2024","7480 000"
"470","Mieszkanie"," Naramowice"," 51 ","9 December 2024","0531 000"
"471","Mieszkanie"," Ogrody"," 50 ","9 December 2024","5480 000"
"472","Mieszkanie"," Umultowo"," 86 ","9 December 2024","4780 000"
"473","Mieszkanie"," Wilda"," 71 ","9 December 2024","4629 000"
"474","Biuro"," Stare Miasto"," 62 ","9 December 2024","9739 000"
"475","Magazyny i hale",NA," 5000 ","9 December 2024","988 603"
"476","Magazyny i hale",NA," 7500 ","9 December 2024","6112 088"
"477","Mieszkanie"," Stare Miasto"," 90 ","9 December 2024","31 580 000"
"478","Dom"," Wola"," 269 ","9 December 2024","3999 000"
"479","Mieszkanie"," Piątkowo"," 64 ","9 December 2024","73500"
"480","Mieszkanie"," Centrum"," 42 ","9 December 2024","6633 000"
"481","Mieszkanie"," Wilda"," 36 ","9 December 2024","7449 500"
"482","Mieszkanie"," Centrum"," 68 ","9 December 2024","01 021 800"
"483","Mieszkanie"," Centrum"," 50 ","9 December 2024","0761 300"
"484","Mieszkanie"," Nowe Miasto"," 40 ","9 December 2024","9499 000"
"485","Mieszkanie"," Nowe Miasto"," 38 ","9 December 2024","7477 000"
"486","Dom",NA," 270 ","9 December 2024","21 750 000"
"487","Magazyny i hale"," Rataje"," 1144 ","9 December 2024","42 860 000"
"488","Mieszkanie"," Jeżyce"," 30 ","9 December 2024","8345 000"
"489","Mieszkanie",NA," 86 ","9 December 2024","7882 360"
"490","Mieszkanie"," Wola"," 54 ","9 December 2024","72150"
"491","Komercyjne"," Wilda"," 15 ","9 December 2024","81400"
"492","Mieszkanie"," Winogrady"," 65 ","9 December 2024","6649 000"
"493","Mieszkanie"," Dębiec"," 28 ","9 December 2024","51699"
"494","Mieszkanie"," Rataje"," 76 ","9 December 2024","04600"
"495","Garaż"," Grunwald"," 13 ","9 December 2024","443 500"
"496","Mieszkanie"," Grunwald"," 74 ","9 December 2024","3779 000"
"497","Działka"," Kiekrz"," 1197 ","9 December 2024","1439 000"
"498","Mieszkanie"," Winogrady"," 47 ","9 December 2024","8425 000"
"499","Mieszkanie"," Umultowo"," 53 ","9 December 2024","0635 000"
"500","Mieszkanie"," Piątkowo"," 32 ","9 December 2024","6375 000"
"501","Mieszkanie",NA," 104 ","9 December 2024","41 067 963"
"502","Mieszkanie"," Piątkowo"," 44 ","9 December 2024","1539 000"
"503","Mieszkanie"," Jeżyce"," 53 ","9 December 2024","9619 000"
"504","Mieszkanie"," Grunwald"," 42 ","9 December 2024","5599 000"
"505","Mieszkanie"," Piątkowo"," 95 ","9 December 2024","1955 000"
"506","Mieszkanie",NA," 33 ","9 December 2024","1562 000"
"507","Mieszkanie"," Stare Miasto"," 65 ","8 December 2024","4580 000"
"508","Mieszkanie",NA," 47 ","8 December 2024","82790"
"509","Mieszkanie",NA," 36 ","8 December 2024","12590"
"510","Mieszkanie"," Jeżyce"," 106 ","8 December 2024","91 199 000"
"511","Mieszkanie"," Grunwald"," 42 ","8 December 2024","62950"
"512","Mieszkanie"," Grunwald"," 40 ","8 December 2024","5424 000"
"513","Mieszkanie"," Wilda"," 58 ","8 December 2024","21200"
"514","Mieszkanie"," Wilda"," 66 ","8 December 2024","81200"
"515","Mieszkanie"," Centrum"," 33 ","8 December 2024","02500"
"516","Lokal usługowy"," Chartowo"," 103 ","8 December 2024","87000"
"517","Mieszkanie"," Wilda"," 27 ","8 December 2024","4449 000"
"518","Mieszkanie"," Centrum"," 14 ","8 December 2024","41750"
"519","Mieszkanie"," Winogrady"," 48 ","8 December 2024","8539 000"
"520","Mieszkanie"," Wilda"," 52 ","8 December 2024","6650 000"
"521","Mieszkanie"," Piątkowo"," 74 ","8 December 2024","0699 000"
"522","Dom"," Podolany"," 270 ","8 December 2024","31 350 000"
"523","Mieszkanie"," Jeżyce"," 78 ","7 December 2024","6980 656"
"524","Mieszkanie"," Jeżyce"," 74 ","7 December 2024","4798 946"
"525","Mieszkanie"," Jeżyce"," 61 ","7 December 2024","2736 161"
"526","Mieszkanie"," Jeżyce"," 49 ","7 December 2024","9654 407"
"527","Mieszkanie"," Jeżyce"," 49 ","7 December 2024","8631 669"
"528","Mieszkanie"," Jeżyce"," 49 ","7 December 2024","6580 009"
"529","Mieszkanie"," Jeżyce"," 49 ","7 December 2024","5564 381"
"530","Mieszkanie"," Naramowice"," 54 ","7 December 2024","3609 137"
"531","Mieszkanie"," Naramowice"," 53 ","7 December 2024","2603 838"
"532","Mieszkanie"," Naramowice"," 39 ","7 December 2024","1491 889"
"533","Mieszkanie"," Naramowice"," 34 ","7 December 2024","0439 228"
"534","Mieszkanie"," Naramowice"," 48 ","7 December 2024","8509 787"
"535","Mieszkanie"," Naramowice"," 43 ","7 December 2024","7475 855"
"536","Mieszkanie"," Naramowice"," 41 ","7 December 2024","5474 855"
"537","Mieszkanie"," Naramowice"," 41 ","7 December 2024","4443 930"
"538","Mieszkanie"," Rataje"," 47 ","7 December 2024","2470 263"
"539","Mieszkanie"," Rataje"," 43 ","7 December 2024","0444 065"
"540","Mieszkanie"," Rataje"," 42 ","7 December 2024","9442 861"
"541","Mieszkanie"," Rataje"," 41 ","7 December 2024","7434 383"
"542","Mieszkanie"," Rataje"," 39 ","7 December 2024","6427 923"
"543","Mieszkanie"," Rataje"," 55 ","7 December 2024","4538 983"
"544","Mieszkanie"," Rataje"," 52 ","7 December 2024","3513 262"
"545","Mieszkanie"," Rataje"," 65 ","7 December 2024","1734 000"
"546","Mieszkanie"," Rataje"," 46 ","7 December 2024","6574 000"
"547","Mieszkanie"," Nowe Miasto"," 63 ","7 December 2024","4549 000"
"548","Działka",NA," 1013 ","7 December 2024","2459 000"
"549","Komercyjne"," Centrum"," 97 ","7 December 2024","12500"
"550","Mieszkanie"," Jeżyce"," 55 ","7 December 2024","0577 500"
"551","Mieszkanie"," Nowe Miasto"," 46 ","7 December 2024","8684 000"
"552","Działka",NA," 600 ","7 December 2024","5489 000"
"553","Mieszkanie",NA," 51 ","7 December 2024","1888 500"
"554","Mieszkanie",NA," 46 ","7 December 2024","4719 216"
"555","Mieszkanie"," Sołacz"," 37 ","7 December 2024","4390 000"
"556","Mieszkanie"," Sołacz"," 66 ","7 December 2024","83000"
"557","Mieszkanie"," Stare Miasto"," 65 ","7 December 2024","63999"
"558","Mieszkanie"," Naramowice"," 36 ","7 December 2024","41700"
"559","Dom"," Jeżyce"," 209 ","7 December 2024","01 500 000"
"560","Mieszkanie"," Łazarz"," 75 ","7 December 2024","3678 000"
"561","Mieszkanie"," Piątkowo"," 46 ","7 December 2024","9595 000"
"562","Mieszkanie"," Naramowice"," 65 ","6 December 2024","0699 900"
"563","Mieszkanie"," Winogrady"," 38 ","6 December 2024","9509 000"
"564","Mieszkanie"," Główna"," 43 ","6 December 2024","0499 900"
"565","Mieszkanie"," Centrum"," 54 ","6 December 2024","22150"
"566","Mieszkanie"," Grunwald"," 47 ","6 December 2024","2535 000"
"567","Mieszkanie"," Centrum"," 29 ","6 December 2024","7429 000"
"568","Mieszkanie",NA," 50 ","6 December 2024","2529 000"
"569","Mieszkanie",NA," 41 ","6 December 2024","5490 897"
"570","Mieszkanie"," Piątkowo"," 49 ","6 December 2024","6549 000"
"571","Mieszkanie"," Wilda"," 90 ","6 December 2024","01 050 000"
"572","Mieszkanie"," Jeżyce"," 145 ","6 December 2024","08500"
"573","Działka"," Piątkowo"," 799 ","6 December 2024","51 200 000"
"574","Działka"," Umultowo"," 4100 ","6 December 2024","53 813 000"
"575","Działka"," Umultowo"," 2100 ","6 December 2024","51 995 000"
"576","Mieszkanie"," Rataje"," 80 ","6 December 2024","5697 000"
"577","Mieszkanie"," Grunwald"," 31 ","6 December 2024","8313 668"
"578","Dom",NA," 217 ","6 December 2024","91 349 000"
"579","Mieszkanie",NA," 41 ","6 December 2024","2560 781"
"580","Mieszkanie"," Jeżyce"," 48 ","6 December 2024","7619 000"
"581","Mieszkanie"," Winogrady"," 50 ","6 December 2024","7535 000"
"582","Mieszkanie"," Winogrady"," 32 ","6 December 2024","7425 000"
"583","Mieszkanie"," Rataje"," 39 ","6 December 2024","6435 164"
"584","Mieszkanie"," Stare Miasto"," 54 ","6 December 2024","6609 137"
"585","Mieszkanie"," Rataje"," 56 ","6 December 2024","6557 638"
"586","Mieszkanie"," Jeżyce"," 57 ","6 December 2024","41750"
"587","Mieszkanie"," Łazarz"," 66 ","5 December 2024","5669 000"
"588","Biurowiec"," Wilda"," 46 ","5 December 2024","3599 000"
"589","Mieszkanie",NA," 43 ","5 December 2024","3499 000"
"590","Biurowiec"," Grunwald"," 272 ","5 December 2024","610 880"
"591","Mieszkanie"," Jeżyce"," 43 ","5 December 2024","62750"
"592","Magazyny i hale"," Grunwald"," 48 ","5 December 2024","8816"
"593","Garaż"," Wilda"," 13 ","5 December 2024","9100 000"
"594","Działka"," Ławica"," 300 ","5 December 2024","8145 000"
"595","Mieszkanie"," Stare Miasto"," 65 ","5 December 2024","7459 000"
"596","Dom"," Grunwald"," 127 ","5 December 2024","94800"
"597","Dom"," Grunwald"," 230 ","5 December 2024","95800"
"598","Mieszkanie"," Górczyn"," 74 ","5 December 2024","61 150 000"
"599","Biuro"," Centrum"," 728 ","5 December 2024","243 674"
"600","Biuro"," Centrum"," 35 ","5 December 2024","23150"
"601","Dom"," Nowe Miasto"," 137 ","5 December 2024","2990 000"
"602","Mieszkanie"," Winogrady"," 38 ","5 December 2024","1455 000"
"603","Mieszkanie"," Grunwald"," 50 ","5 December 2024","3570 000"
"604","Działka",NA," 1116 ","5 December 2024","3280 000"
"605","Mieszkanie"," Jeżyce"," 72 ","5 December 2024","3799 000"
"606","Mieszkanie"," Łazarz"," 70 ","5 December 2024","1841 510"
"607","Mieszkanie"," Piątkowo"," 47 ","5 December 2024","1474 000"
"608","Mieszkanie"," Dębiec"," 49 ","5 December 2024","2428 000"
"609","Mieszkanie"," Rataje"," 47 ","5 December 2024","3560 000"
"610","Mieszkanie"," Piątkowo"," 36 ","5 December 2024","82300"
"611","Biurowiec"," Centrum"," 166 ","5 December 2024","75312"
"612","Działka",NA," 439 ","5 December 2024","165 000"
"613","Mieszkanie",NA," 41 ","5 December 2024","9513 250"
"614","Mieszkanie"," Piątkowo"," 52 ","4 December 2024","8589 000"
"615","Mieszkanie"," Centrum"," 54 ","4 December 2024","03200"
"616","Mieszkanie"," Winogrady"," 35 ","4 December 2024","91200"
"617","Mieszkanie"," Winogrady"," 47 ","4 December 2024","02600"
"618","Biurowiec"," Wilda"," 59 ","4 December 2024","91638"
"619","Biurowiec"," Wilda"," 54 ","4 December 2024","91512"
"620","Działka"," Ławica"," 302 ","4 December 2024","4109 000"
"621","Mieszkanie"," Nowe Miasto"," 42 ","4 December 2024","63000"
"622","Mieszkanie"," Podolany"," 30 ","4 December 2024","9399 000"
"623","Lokal usługowy"," Grunwald"," 90 ","4 December 2024","94050"
"624","Mieszkanie"," Łazarz"," 40 ","4 December 2024","1520 000"
"625","Mieszkanie",NA," 34 ","4 December 2024","9533 510"
"626","Mieszkanie"," Jeżyce"," 24 ","4 December 2024","9529 320"
"627","Mieszkanie",NA," 55 ","4 December 2024","9791 845"
"628","Mieszkanie",NA," 36 ","4 December 2024","9735 335"
"629","Mieszkanie"," Jeżyce"," 25 ","4 December 2024","9549 780"
"630","Mieszkanie"," Łazarz"," 75 ","4 December 2024","5679 000"
"631","Mieszkanie"," Wilda"," 49 ","4 December 2024","32950"
"632","Mieszkanie"," Wilda"," 77 ","4 December 2024","2749 000"
"633","Mieszkanie",NA," 53 ","4 December 2024","0749 000"
"634","Mieszkanie"," Winogrady"," 53 ","4 December 2024","3455 000"
"635","Mieszkanie"," Stare Miasto"," 31 ","4 December 2024","1399 000"
"636","Dom"," Strzeszyn"," 107 ","4 December 2024","3779 000"
"637","Mieszkanie"," Morasko-Radojewo"," 91 ","4 December 2024","3779 000"
"638","Dom",NA," 187 ","4 December 2024","21 690 000"
"639","Mieszkanie"," Rataje"," 42 ","4 December 2024","0442 860"
"640","Komercyjne"," Winiary"," 176 ","4 December 2024","111 813"
"641","Działka",NA," 1043 ","4 December 2024","3420 000"
"642","Mieszkanie",NA," 83 ","4 December 2024","1978 313"
"643","Działka",NA," 1521 ","4 December 2024","75 900 000"
"644","Mieszkanie"," Naramowice"," 46 ","4 December 2024","5615 000"
"645","Mieszkanie"," Grunwald"," 43 ","3 December 2024","01950"
"646","Mieszkanie"," Grunwald"," 65 ","3 December 2024","8619 685"
"647","Mieszkanie"," Grunwald"," 59 ","3 December 2024","8600 849"
"648","Mieszkanie"," Grunwald"," 59 ","3 December 2024","8577 053"
"649","Mieszkanie"," Grunwald"," 70 ","3 December 2024","7648 117"
"650","Mieszkanie"," Grunwald"," 56 ","3 December 2024","7573 852"
"651","Mieszkanie"," Grunwald"," 59 ","3 December 2024","4571 104"
"652","Mieszkanie"," Rataje"," 69 ","3 December 2024","3989 900"
"653","Dom",NA," 228 ","3 December 2024","61 590 000"
"654","Mieszkanie",NA," 121 ","3 December 2024","5850 000"
"655","Działka",NA," 339 ","3 December 2024","4175 000"
"656","Biurowiec"," Centrum"," 167 ","3 December 2024","15329"
"657","Mieszkanie"," Stare Miasto"," 49 ","3 December 2024","5699 000"
"658","Mieszkanie"," Umultowo"," 64 ","3 December 2024","0560 000"
"659","Mieszkanie"," Ogrody"," 38 ","3 December 2024","82600"
"660","Biurowiec",NA," 245 ","3 December 2024","318 000"
"661","Mieszkanie"," Stare Miasto"," 37 ","3 December 2024","52200"
"662","Mieszkanie"," Grunwald"," 68 ","3 December 2024","0669 000"
"663","Mieszkanie"," Jeżyce"," 38 ","3 December 2024","1389 000"
"664","Mieszkanie"," Dębiec"," 49 ","3 December 2024","8429 000"
"665","Mieszkanie"," Łazarz"," 38 ","3 December 2024","3439 000"
"666","Mieszkanie"," Piątkowo"," 38 ","3 December 2024","7480 000"
"667","Mieszkanie"," Jeżyce"," 47 ","3 December 2024","6415 000"
"668","Mieszkanie"," Wilda"," 50 ","3 December 2024","8739 000"
"669","Mieszkanie"," Rataje"," 72 ","3 December 2024","3650 000"
"670","Mieszkanie"," Grunwald"," 51 ","3 December 2024","9479 000"
"671","Mieszkanie"," Piątkowo"," 75 ","3 December 2024","52300"
"672","Mieszkanie"," Dębiec"," 42 ","3 December 2024","4459 000"
"673","Mieszkanie"," Jeżyce"," 73 ","3 December 2024","4920 000"
"674","Mieszkanie"," Jeżyce"," 40 ","3 December 2024","82900"
"675","Mieszkanie",NA," 90 ","3 December 2024","4730 000"
"676","Mieszkanie"," Stare Miasto"," 31 ","3 December 2024","7499 000"
